Year,Which of the following languages or technologies have you used significantly in the past year?
2013,
2013,"Java, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, PHP, Python, SQL, Go"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, C++, Java, JavaScript, Android, Sencha"
2013,
2013,
2013,"Java, JavaScript, jQuery, Python, Ruby, SQL"
2013,"C++, Java, Objective-C, SQL"
2013,"C, C++, erlang"
2013,"C, C++, Java, JavaScript, jQuery, PHP, Python, SQL"
2013,
2013,
2013,"Java, SQL"
2013,
2013,"C#, PHP, VB6"
2013,"C, Java, JavaScript, jQuery, Python, SQL"
2013,"C#, JavaScript, jQuery, SQL, Html, Css"
2013,
2013,"C#, Java, JavaScript, jQuery, SQL, groovy, xml, xquery"
2013,"C, C++, JavaScript, jQuery, SQL"
2013,"Java, jQuery"
2013,"JavaScript, Objective-C, SQL, Visual Basic"
2013,"Java, JavaScript, jQuery, Ruby, SQL"
2013,
2013,"JavaScript, jQuery, SQL, abap"
2013,"C++, JavaScript, jQuery, Objective-C, PHP, Python, Ruby, SQL"
2013,"Java, Objective-C, SQL"
2013,"Java, JavaScript, jQuery, PHP, Python"
2013,
2013,
2013,"C++, C#, JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, PHP, Python, SQL"
2013,"C, C++, PHP, Python"
2013,"C++, Java, jQuery, PHP, SQL"
2013,"PHP, SQL"
2013,
2013,
2013,"JavaScript, jQuery, Ruby, SQL"
2013,"Java, erlang"
2013,"C, C#, Objective-C"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, JavaScript, jQuery, PHP, SQL"
2013,"C, C++, C#, SQL, VBA"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, PHP, SQL, ext.core, sass"
2013,"C#, Python, tcl"
2013,"Java, SQL"
2013,FORTRAN
2013,"Java, JavaScript, GWT, GXT"
2013,"Java, JavaScript, jQuery, PHP, Ruby, SQL"
2013,"JavaScript, jQuery, PHP, Ruby, SQL"
2013,"C#, Java"
2013,"C#, Java, jQuery, SQL"
2013,"C#, JavaScript, Objective-C"
2013,"C#, Java, jQuery, SQL"
2013,"C, C++, C#, Java, Ruby, SQL"
2013,
2013,
2013,"C, Objective-C"
2013,
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,
2013,"C++, JavaScript"
2013,R
2013,"C++, Java"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"JavaScript, jQuery, Python"
2013,
2013,
2013,
2013,"C#, JavaScript, Python, F#, IronPython"
2013,"Java, Python"
2013,"C#, JavaScript, jQuery, Python, SQL"
2013,"JavaScript, PHP, Python, Perl"
2013,"C++, Java, JavaScript, jQuery"
2013,"C, C++, C#, Java, jQuery, Objective-C, PHP, SQL"
2013,"C, C++, JavaScript"
2013,
2013,"JavaScript, SQL"
2013,"JavaScript, jQuery, Ruby, SQL"
2013,"Java, JavaScript"
2013,bash
2013,"C#, Java, JavaScript, jQuery, Python, SQL"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"C, C#, Java, JavaScript, jQuery, Objective-C, Python, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Objective-C, Python"
2013,C++
2013,"JavaScript, jQuery, Ruby"
2013,"C, JavaScript, jQuery, Python"
2013,
2013,"C#, Objective-C"
2013,"C#, JavaScript, Objective-C, PHP"
2013,"C#, Java, Objective-C, PHP, SQL"
2013,"C#, JavaScript, jQuery, Python, Perl"
2013,"C#, Java, PHP, SQL"
2013,"C++, JavaScript, jQuery, PHP, SQL, Perl"
2013,
2013,
2013,"C++, JavaScript, jQuery, Node.js, Objective-C, Ruby, SQL"
2013,
2013,"C#, JavaScript, jQuery, SQL, knockoutjs"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, C#, Java, JavaScript, jQuery, PHP, SQL"
2013,"C, C++, JavaScript, jQuery, Qt"
2013,
2013,"JavaScript, PHP, Python"
2013,"C#, SDL Tridion"
2013,"C#, JavaScript, SQL"
2013,"C++, C#, Java"
2013,"jQuery, PHP"
2013,"C, C++, CUDA"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, Java, PHP"
2013,"Java, Python, SQL"
2013,"C#, JavaScript, Lisp, Powershell"
2013,"C, C++, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, Objective-C, PHP, SQL"
2013,
2013,
2013,"JavaScript, jQuery, PHP, Python, Ruby, SQL"
2013,"C, C++, JavaScript, jQuery, PHP, Python, SQL"
2013,"jQuery, PHP"
2013,"C#, Java, JavaScript, jQuery, PHP, SQL"
2013,"C++, C#, JavaScript, jQuery, PHP, Python, SQL, Delphi"
2013,"C++, Java, JavaScript, jQuery, PHP, Ruby, SQL"
2013,"JavaScript, SQL"
2013,"C#, JavaScript, jQuery, PHP"
2013,"JavaScript, jQuery, Node.js, PHP"
2013,"C#, Java, SQL"
2013,
2013,"C, Objective-C, Ruby"
2013,"SQL, Delphi"
2013,"JavaScript, LotusScript"
2013,"C++, C#, JavaScript, jQuery"
2013,"C, C++, Python"
2013,
2013,"JavaScript, Python"
2013,
2013,
2013,"JavaScript, jQuery, Ruby"
2013,"C, C++, Java, JavaScript, jQuery, PHP, Python"
2013,
2013,"Java, JavaScript, jQuery"
2013,"C++, C#, Java, JavaScript, jQuery, PHP, SQL"
2013,"C, C++, Java, JavaScript, Python"
2013,"C, Java, JavaScript, Python"
2013,"C#, PHP, Python"
2013,"C#, PHP, SQL, Oracle, MS SQL"
2013,
2013,"Python, Haskell, Common Lisp"
2013,
2013,"C#, Java, Python, SQL, MATLAB"
2013,"C, C++, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"C++, Java, JavaScript, jQuery, PHP, SQL"
2013,
2013,"C, C++, Java, JavaScript, jQuery, PHP, Python, SQL"
2013,"C#, JavaScript, PHP, SQL"
2013,"C, C++, Java, SQL, make"
2013,"C, C++, C#, JavaScript, jQuery, Objective-C, Ruby, SQL"
2013,
2013,"Java, JavaScript, jQuery, Node.js, Ruby, SQL"
2013,"C#, Java, JavaScript, PHP, SQL"
2013,
2013,"C, Python, shell, haskell, lisp"
2013,
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, Ruby"
2013,"JavaScript, jQuery, Python, Ruby, SQL"
2013,"JavaScript, Python, SQL"
2013,"Java, JavaScript, jQuery, PHP, Python, SQL"
2013,
2013,"C#, Java, JavaScript, jQuery, Node.js, LISP R"
2013,"C#, Java, JavaScript, Objective-C, PHP, SQL"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, Node.js"
2013,
2013,
2013,"C#, Java, JavaScript, jQuery, PHP, SQL"
2013,"C, JavaScript, jQuery, PHP, SQL, Lazarus Pascal"
2013,"C, C++, JavaScript, jQuery, PHP, SQL"
2013,"C++, C#, Java, Objective-C, SQL"
2013,"C, C++"
2013,"C, C++, C#, Java, Objective-C"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"C++, C#, JavaScript, jQuery, SQL"
2013,"C, C++, C#, Java, jQuery, Objective-C, PHP, SQL"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,
2013,Java
2013,"C#, JavaScript, jQuery, Node.js, Objective-C, PHP, Python, Ruby, SQL"
2013,"C++, JavaScript, jQuery, Ruby, SQL"
2013,
2013,"C, Pascal, Lua"
2013,Java
2013,Python
2013,
2013,"Java, JavaScript, jQuery, SQL"
2013,
2013,sas
2013,"C#, Java"
2013,"C, C++, C#, Java"
2013,
2013,
2013,
2013,
2013,"C++, Python, SQL"
2013,"Java, JavaScript, jQuery, SQL"
2013,"C, C++, C#, Java, Python"
2013,"C#, JavaScript, jQuery, SQL, VB.NET"
2013,"Java, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery"
2013,"SQL, R, SAS"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, PHP"
2013,
2013,"C#, JavaScript, jQuery, PHP, Ruby, SQL"
2013,"C, C++, sahell scripting"
2013,
2013,"C#, JavaScript, SQL"
2013,"C, JavaScript, jQuery, Ruby"
2013,"Java, Android"
2013,"JavaScript, jQuery, Objective-C, Python, Ruby"
2013,"Java, PHP"
2013,"Java, JavaScript"
2013,Ruby
2013,Java
2013,"C, Java, JavaScript, Python, LaTeX"
2013,"JavaScript, jQuery, PHP"
2013,"C++, C#, Java, SQL, lua"
2013,"C++, Java, JavaScript, jQuery, SQL, Ext JS"
2013,"JavaScript, Objective-C"
2013,"Java, JavaScript"
2013,"Objective-C, PHP, SQL"
2013,"C, C++, Objective-C, PHP, Python, Ruby, SQL"
2013,"JavaScript, PHP, Brightscript"
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,
2013,"Python, Matlab"
2013,"C#, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, Objective-C, Ruby"
2013,"Java, JavaScript, jQuery, Objective-C, adobe flex and adobe air"
2013,"C++, Java, jQuery, PHP"
2013,
2013,
2013,"Java, SQL, Groovy"
2013,
2013,
2013,
2013,
2013,"Java, SQL"
2013,"JavaScript, jQuery, PHP"
2013,"C#, SQL"
2013,"Java, SQL"
2013,"Java, Objective-C, JSP, Spring"
2013,"Java, Python, Ruby"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, Objective-C, Ruby"
2013,
2013,"C, C++, Java, Lua"
2013,"JavaScript, PHP, SQL"
2013,
2013,"C, C++, Java, Objective-C, Python"
2013,delphi
2013,"C, C++, C#, Python, SQL"
2013,"Objective-C, PHP, SQL"
2013,"JavaScript, jQuery, Node.js, PHP, SQL"
2013,"Python, Pascal"
2013,"JavaScript, jQuery, Ruby"
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Node.js, PHP, SQL"
2013,"C#, JavaScript, jQuery, Python, SQL"
2013,"JavaScript, jQuery, Objective-C, PHP"
2013,
2013,Java
2013,"Java, JavaScript, jQuery, SQL"
2013,
2013,
2013,"C++, Java, JavaScript, Node.js, PHP, Python, SQL, bash"
2013,"C#, JavaScript, jQuery"
2013,"C, C++, C#, Python, SQL"
2013,
2013,
2013,"Java, JavaScript, jQuery, SQL"
2013,Ruby
2013,"C#, Java, SQL"
2013,"JavaScript, jQuery, Node.js, PHP, SQL"
2013,"jQuery, PHP, SQL"
2013,"Python, SQL, Bash"
2013,
2013,"PHP, SQL, Perl"
2013,
2013,"C++, JavaScript, PHP, Python, SQL"
2013,
2013,"C#, JavaScript, Node.js, PHP"
2013,"SQL, VB.NET, why do you guys keep rejecting existence of this language?"
2013,"Node.js, Objective-C, Python, Ruby, SQL"
2013,"C, C++, C#, Node.js, Objective-C, PHP, Python"
2013,"Java, SQL"
2013,"C++, JavaScript, jQuery, Node.js"
2013,
2013,"C, Objective-C, Octave"
2013,
2013,
2013,"Java, JavaScript, jQuery, Ruby, SQL"
2013,"C++, Java, Python, SQL"
2013,"C#, Java"
2013,
2013,"C, C++"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, C++, Java, Python, bash and perl"
2013,"C#, SQL"
2013,C#
2013,"C#, Java, JavaScript, SQL"
2013,
2013,
2013,"C, Java"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, Python"
2013,"C#, JavaScript, jQuery, SQL, SisoDB"
2013,"C, C++, C#, Python"
2013,
2013,"C#, Java, JavaScript, jQuery, SQL, Perl"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"jQuery, PHP, SQL, Powershell"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Ruby, SQL"
2013,"Java, JavaScript, Node.js, Ruby, perl"
2013,"C, C#, Java, JavaScript, Ruby, SQL, Clojure"
2013,"Java, JavaScript, PHP, SQL"
2013,
2013,"C#, JavaScript, SQL"
2013,
2013,
2013,"JavaScript, PHP, SQL"
2013,
2013,
2013,"C++, C#"
2013,
2013,"C++, Java, JavaScript, Objective-C, SQL"
2013,
2013,"Java, SQL, Android SDK, Blackberry SDK"
2013,SAS
2013,"C++, C#, JavaScript"
2013,"JavaScript, jQuery, Python, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C++, Python"
2013,"PHP, SQL"
2013,"C, JavaScript, jQuery, PHP, Python, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"Java, JavaScript, GWT"
2013,
2013,"Java, SQL"
2013,"C#, JavaScript, PHP, Python"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, Java, jQuery, PHP, Python"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,
2013,"Java, JavaScript, jQuery, Objective-C, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,"Java, Python"
2013,"Java, JavaScript, jQuery, Node.js, PHP, Python, SQL"
2013,C#
2013,
2013,"JavaScript, jQuery, SQL, haskell"
2013,
2013,
2013,
2013,
2013,"C++, JavaScript, jQuery"
2013,"JavaScript, jQuery, SQL, common-lisp"
2013,"jQuery, PHP, SQL"
2013,"JavaScript, PHP, SQL"
2013,"C#, SQL"
2013,"C#, Java, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"C, C++, C#, Java, JavaScript, jQuery, SQL"
2013,"C#, Java, JavaScript, jQuery, PHP"
2013,"C#, Java"
2013,"C#, JavaScript, jQuery, Python, SQL, CoffeeScript"
2013,
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,
2013,"C, C++, Python"
2013,"jQuery, Python, SQL"
2013,
2013,"C++, Java"
2013,
2013,"jQuery, Python, bee"
2013,
2013,Java
2013,"C, C++, JavaScript, jQuery, PHP, Python, SQL"
2013,
2013,"C++, Java, Python, Clojure"
2013,"JavaScript, Objective-C, PHP, Python, SQL"
2013,"C, C#, JavaScript, jQuery, SQL"
2013,"C, C#, Java, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"C, C++, Java, PHP, Python, SQL"
2013,
2013,"Java, SQL"
2013,"C#, Java, JavaScript, SQL"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"C++, C#, JavaScript, jQuery, SQL, Prolog"
2013,"PHP, Python, VB.NET"
2013,Python
2013,"C#, JavaScript, jQuery, Python"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"Java, JavaScript"
2013,"C#, jQuery, SQL"
2013,"C#, JavaScript, PHP, VB.NET"
2013,
2013,"C++, C#, SQL"
2013,"Java, JavaScript, SQL, ExtJS"
2013,"C, C++, JavaScript, SQL"
2013,"Java, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Ruby, SQL, Vb.net"
2013,"JavaScript, jQuery, Ruby, SQL, Mongo"
2013,"C, Java, Python, SQL"
2013,"Java, JavaScript, jQuery, Objective-C, SQL, ABAP"
2013,Java
2013,"Java, PHP, SQL"
2013,"C, C++, Objective-C, Python"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, Python, SQL"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"JavaScript, jQuery, Ruby, SQL, NOSQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C++, C#, JavaScript, jQuery, Objective-C"
2013,"C++, C#, JavaScript, jQuery, Node.js, Ruby, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"Java, Objective-C"
2013,"C#, JavaScript, jQuery, Python, SQL"
2013,"C, C++, Java, JavaScript, PHP, Python, SQL"
2013,"SQL, VB6, VBA, VB.Net"
2013,Visual Basic .NET (Why do I always get left out!!!)
2013,"C, C#, JavaScript, jQuery, SQL"
2013,
2013,
2013,"JavaScript, Objective-C, PHP, SQL"
2013,"C++, SQL"
2013,"C#, Ruby, PowerShell"
2013,
2013,"C++, Java, JavaScript, PHP"
2013,"C++, JavaScript, jQuery, PHP, Python, SQL"
2013,"C++, Objective-C"
2013,
2013,
2013,
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"Java, SQL"
2013,"C, C++, C#, Java, PHP, haskell"
2013,"C, C++, Java"
2013,
2013,"JavaScript, Objective-C"
2013,"Java, jQuery, SQL"
2013,
2013,"JavaScript, jQuery, Ruby"
2013,"JavaScript, PHP, Ruby"
2013,"C#, Java, SQL, Powershell"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"C#, PHP, SQL, MongoDB, Zend Framework"
2013,"C++, Java, JavaScript, jQuery, clojure"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,
2013,"JavaScript, jQuery, ColdFusion"
2013,Java
2013,"C, C++, C#, Java, SQL"
2013,"Java, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"C, C++, C#, JavaScript, jQuery, PHP, SQL"
2013,
2013,"Java, SQL"
2013,"jQuery, PHP, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Node.js"
2013,
2013,"C#, SQL"
2013,"C, C++, Java, JavaScript, jQuery, Python"
2013,"C, Java"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"SQL, VB.NET"
2013,"C, C++, Java, Ruby, Clojure"
2013,C#
2013,"C#, JavaScript, jQuery"
2013,"C++, Objective-C"
2013,"C, C#, JavaScript, jQuery, Objective-C, PHP, Python, Ruby, SQL"
2013,
2013,"C++, Python"
2013,"Java, PHP, SQL, Groovy"
2013,
2013,
2013,"C#, jQuery, SQL"
2013,
2013,
2013,"Java, SQL"
2013,
2013,"C#, Java, JavaScript, jQuery, Node.js, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, Java, jQuery, Objective-C, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,SystemVerilog
2013,"C, C#, Java, JavaScript, jQuery, Node.js, Objective-C, PHP"
2013,Python
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery, Node.js, PHP, Python, SQL"
2013,
2013,
2013,"C#, JavaScript, SQL"
2013,"C#, jQuery, PHP, SQL"
2013,"C#, Java, JavaScript, jQuery, PHP, SQL, X++"
2013,
2013,"C++, Java"
2013,"Java, JavaScript, jQuery, Objective-C, SQL"
2013,C#
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL, VB"
2013,"C#, SQL"
2013,
2013,"Java, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Node.js, PHP, Python, SQL"
2013,"Java, JavaScript, jQuery"
2013,"C, C++, C#, Java, SQL"
2013,Python
2013,"Python, Ruby, SQL"
2013,"C++, C#, Java, JavaScript, Ruby, SQL"
2013,"C, C++"
2013,"Java, SQL"
2013,SQL
2013,"Java, JavaScript, jQuery, Python, SQL"
2013,"C++, Java, Objective-C"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery, Node.js, SQL, Bash"
2013,
2013,"Java, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Node.js, PHP, SQL"
2013,"Java, JavaScript, PHP, Python, SQL"
2013,"C#, JavaScript, jQuery, Ruby, SQL, JQuery"
2013,
2013,"C, Java, PHP, SQL"
2013,"Java, JavaScript, jQuery"
2013,"C#, Java, JavaScript, jQuery, Node.js, SQL"
2013,"C, C++, Java, Python, SQL"
2013,"C, C++, Java, Google Web Toolkit"
2013,Python
2013,C#
2013,"C, C++, Java, JavaScript, jQuery, Node.js, Python"
2013,"C#, Java, JavaScript, jQuery, SQL, VB"
2013,"C#, JavaScript, SQL"
2013,"Java, jQuery, PHP, SQL"
2013,"C++, C#, Java, SQL"
2013,"C#, Python, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery, PHP, SQL, LaTeX, MASM"
2013,"C#, SQL, Per"
2013,"C#, Java, SQL"
2013,"C++, Python"
2013,"C, C++"
2013,C++
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,
2013,"C, C++, Java, JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, PHP"
2013,"jQuery, PHP, SQL"
2013,"C#, VB"
2013,"C, Java, JavaScript, jQuery, Node.js, Python, SQL, SAS"
2013,"C, C++, C#, Java"
2013,"C#, PHP, SQL, Delphi"
2013,
2013,"C#, Java, SQL"
2013,"C#, Java, JavaScript, jQuery, PHP, SQL"
2013,
2013,
2013,"Java, JavaScript, SQL"
2013,"C, C++, C#"
2013,"C#, Mathematica"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL, mongodb"
2013,
2013,"C#, Objective-C, SQL, Powershell"
2013,"C#, JavaScript, jQuery, SQL"
2013,C#
2013,
2013,"C#, JavaScript, jQuery, SQL, XAML"
2013,"Java, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"Java, JavaScript, jQuery"
2013,"SQL, Delphi"
2013,"Java, JavaScript, jQuery, Python, SQL"
2013,
2013,"Java, SQL"
2013,"Java, Python"
2013,"C++, Java, JavaScript, jQuery, Ruby, SQL"
2013,"C, Java, JavaScript, jQuery, Node.js, PHP, Python, Ruby, SQL, CoffeeScript"
2013,"C++, JavaScript, jQuery, PHP, Ruby, SQL"
2013,"C, C++, Java, JavaScript, jQuery, PHP, Python, SQL"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"C, C++, Java, JavaScript, SQL"
2013,"C, Java, JavaScript, jQuery, Python, SQL"
2013,"Java, SQL"
2013,"JavaScript, jQuery, Objective-C, SQL, vb.net"
2013,"C#, SQL"
2013,"Java, SQL"
2013,"C++, C#, JavaScript, Node.js, Python, Ruby"
2013,"C#, JavaScript, jQuery, Python"
2013,"C, Java, JavaScript, PHP, Python"
2013,"Java, JavaScript, jQuery, SQL, Java EE"
2013,C#
2013,"C++, Python, Thirdparty scripting system"
2013,"C#, Java, JavaScript, jQuery, Objective-C, Python, SQL"
2013,"JavaScript, PHP, SQL"
2013,"JavaScript, jQuery, Node.js, PHP"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"Java, JavaScript, jQuery, Node.js, PHP, SQL, scala"
2013,"C#, Java, JavaScript, jQuery, PHP, SQL"
2013,"Java, JavaScript, SQL, several more"
2013,"C++, Java, JavaScript, Scala"
2013,"Java, JavaScript, SQL"
2013,
2013,"C, C++, C#, Java, JavaScript, jQuery, Node.js, Objective-C, PHP, Python, Ruby, SQL, Android"
2013,"JavaScript, jQuery, PHP, Ruby, SQL"
2013,"C, C++, C#, Java, JavaScript, SQL"
2013,
2013,"C#, SQL"
2013,"C#, JavaScript, SQL"
2013,"C#, JavaScript"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery"
2013,"C, Java, JavaScript, PHP, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"Java, Python, SQL, R"
2013,"C#, Java, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"C, C++, Java, JavaScript, Python, SQL"
2013,
2013,
2013,"Java, JavaScript, jQuery, SQL"
2013,
2013,"JavaScript, jQuery, PHP, SQL, HTML, CSS, Classic ASP"
2013,"C#, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, SQL"
2013,C++
2013,"C#, JavaScript, SQL"
2013,"C, C++, C#, Java, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"C, JavaScript, PHP, Python, xBase"
2013,
2013,"C, Python"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C, Java, JavaScript, jQuery, Node.js, PHP, Python, Ruby, SQL"
2013,
2013,"C#, JavaScript, jQuery, SQL"
2013,"C++, Java, Python, SQL"
2013,"C, C++, Java, JavaScript, jQuery, Ruby, SQL, ruby on rails"
2013,
2013,
2013,
2013,Objective-C
2013,
2013,"PHP, Moscow ML, MIPS, Fasto"
2013,"C++, C#, SQL"
2013,
2013,"Java, JavaScript, jQuery, Python, Ruby"
2013,"C#, Java, JavaScript, jQuery, Objective-C, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Ruby, SQL, clojure"
2013,"Java, JavaScript, jQuery"
2013,"C#, JavaScript, jQuery, SQL, SSIS"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"C++, JavaScript, jQuery, PHP"
2013,"Java, JavaScript, jQuery, Objective-C, PHP, Ruby"
2013,
2013,
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, Java, SQL"
2013,"C, C++, Objective-C, Python"
2013,
2013,C#
2013,"C, Java, JavaScript, jQuery, PHP, Ruby, SQL"
2013,"Java, ant maven version control shell"
2013,"C++, C#, Perl"
2013,"C, C++, C#, JavaScript, Node.js, Objective-C, PHP, SQL"
2013,
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, Objective-C, Ruby"
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,
2013,"C#, JavaScript, jQuery, SQL, VB.NET"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,jQuery
2013,
2013,"C++, C#, JavaScript, SQL"
2013,"C#, JavaScript, jQuery, Python, SQL, Perl"
2013,"Java, JavaScript, jQuery, Ruby, SQL, VB6, Delphi"
2013,"C#, JavaScript, jQuery, SQL, Ajax"
2013,"Java, JavaScript, jQuery"
2013,"C++, C#, Ruby, Erlang"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"C#, jQuery, PHP, SQL"
2013,"C++, Objective-C, Python"
2013,"Java, JavaScript, PHP, SQL"
2013,"Python, mathematics"
2013,"C, Node.js, R"
2013,"Java, JavaScript, jQuery, clojure"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, PHP, Python"
2013,
2013,"C, Python"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Ruby, SQL"
2013,Java
2013,
2013,"JavaScript, jQuery, SQL, Perl"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"C++, Java, JavaScript"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, Objective-C, Ruby, SQL"
2013,"C, C++"
2013,"Java, JavaScript, jQuery, SQL"
2013,"C, Python, haskell"
2013,"Java, JavaScript, Python, Ruby, Erlang"
2013,"C, C++, C#, Java, JavaScript, jQuery, PHP, SQL, COBOL, OracleForms, Lisp, Delphi, Visual Basic, PERL"
2013,"JavaScript, jQuery, HTML, CSS"
2013,"C, C++, Objective-C, PHP, SQL, HTML"
2013,C#
2013,"C#, PHP, SQL"
2013,"C, Java, Objective-C, Python, Assembly language"
2013,"C++, C#, Java, JavaScript, PHP, SQL"
2013,"JavaScript, jQuery, Python, SQL"
2013,"C, C++, C#, JavaScript, jQuery, Objective-C, PHP, Python, SQL"
2013,
2013,
2013,"C, C++, C#, JavaScript, jQuery, Python"
2013,"C, C++, C#, SQL"
2013,"C#, SQL"
2013,
2013,"Java, jQuery, PHP, SQL, CSS"
2013,"C#, JavaScript, jQuery"
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,"Java, Objective-C"
2013,C#
2013,"JavaScript, jQuery, Python"
