Year,Which languages are you proficient in?
2012,"Java, JavaScript, CSS, PHP, C#, HTML5"
2012,"Java, C++"
2012,"SQL, C#"
2012,"JavaScript, CSS, SQL, C#"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,
2012,"Java, JavaScript, CSS, PHP, Ruby, SQL, HTML5, Scala"
2012,"Objective-C, Ruby"
2012,"C, bash, vhdl"
2012,"JavaScript, SQL, C#, HTML5"
2012,"JavaScript, PHP, Python, SQL"
2012,"Java, JavaScript, CSS, SQL, HTML5"
2012,"CSS, PHP, Objective-C, SQL, C#, C++, C"
2012,"SQL, C#, C++"
2012,"C#, C++, C"
2012,vb.net
2012,"Java, C#"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, C"
2012,"Java, JavaScript, CSS, SQL, HTML5"
2012,"JavaScript, PHP, SQL, C#, HTML5"
2012,
2012,"JavaScript, PHP, SQL"
2012,"Java, JavaScript, SQL"
2012,"C#, C++"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C, Perl, HTML5"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Python, C++, C"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C#"
2012,"C#, C++"
2012,"JavaScript, CSS, Python, HTML5"
2012,"JavaScript, CSS, PHP, SQL, C#, C++, HTML5"
2012,"JavaScript, PHP, Objective-C, SQL, C#, HTML5"
2012,"JavaScript, Python, C#, C++, C, Perl"
2012,"JavaScript, CSS, PHP, Ruby, SQL, C, HTML5"
2012,"JavaScript, CSS, PHP, Python, SQL, C++, C, HTML5"
2012,"SQL, C#, C++, C"
2012,"Python, C"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C#"
2012,"JavaScript, CSS, Perl, HTML5"
2012,
2012,"JavaScript, CSS, Python, SQL, C, HTML5, clojure"
2012,"CSS, PHP, Python, Ruby, HTML5"
2012,Java
2012,
2012,"JavaScript, ColdFusion"
2012,"JavaScript, CSS, SQL, C#, C++, C, HTML5"
2012,"Java, C++"
2012,"Java, JavaScript, CSS, PHP, Python, Ruby, SQL, C#, HTML5"
2012,"SQL, C#"
2012,
2012,Objective-C
2012,"C#, C++, C, Lisp"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"CSS, SQL, C#, HTML5, MS Access VBA (I've made some poor choices in life)"
2012,"JavaScript, CSS, PHP, Objective-C, SQL, C++, HTML5"
2012,"Java, JavaScript, SQL, C#"
2012,Objective-C
2012,"Java, JavaScript, CSS, Ruby, SQL, HTML5"
2012,
2012,"SQL, C#"
2012,"JavaScript, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP, SQL, Perl, HTML5"
2012,
2012,PHP
2012,"Java, PHP, Python, SQL, C#, C++, C"
2012,"JavaScript, CSS, SQL, C#"
2012,"JavaScript, PHP, Objective-C, Perl, HTML5"
2012,"Java, Objective-C, SQL, C++"
2012,"JavaScript, CSS, Ruby, HTML5"
2012,"Java, JavaScript, CSS, SQL, HTML5"
2012,"Java, JavaScript, CSS, SQL, C++, HTML5"
2012,"JavaScript, SQL, C#"
2012,"JavaScript, SQL, C#"
2012,"Java, JavaScript, CSS, SQL, HTML5"
2012,"SQL, vb.net"
2012,"JavaScript, CSS, C#, HTML5"
2012,"JavaScript, CSS, PHP, Objective-C, SQL, C#, HTML5"
2012,"SQL, C#"
2012,"JavaScript, CSS, Python, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, C"
2012,"JavaScript, CSS, Objective-C, SQL, C#, HTML5"
2012,"Java, JavaScript, PHP, Ruby, SQL, C#, C++, HTML5"
2012,"JavaScript, CSS, PHP, SQL"
2012,
2012,"Java, JavaScript, CSS, Objective-C, Ruby, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C++"
2012,"Java, PHP, Ruby, SQL, C#"
2012,"JavaScript, CSS, PHP, SQL, C++, Perl, HTML5"
2012,"SQL, C#"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, Perl, HTML5, bash"
2012,"Java, JavaScript, PHP, Python, Objective-C, Ruby"
2012,"JavaScript, CSS, SQL, C#"
2012,"JavaScript, CSS, PHP, Ruby, SQL"
2012,
2012,
2012,"JavaScript, CSS, Python, Ruby, C++, C"
2012,"CSS, SQL, C++"
2012,"Java, JavaScript, CSS, PHP, Python, Visual Basic"
2012,"Java, Python, C++, Google Go"
2012,"JavaScript, C#"
2012,"Java, Python, Objective-C, C#, HTML5"
2012,"JavaScript, CSS, PHP, Ruby, SQL, HTML5"
2012,"Java, JavaScript, CSS, PHP, Python, Objective-C, SQL, C#, C++, C, HTML5"
2012,"C++, C, fortran"
2012,"JavaScript, CSS, PHP, C#"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, Python, Ruby, SQL, C#, C, HTML5"
2012,"Java, Python, C#, C++, C"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"Java, JavaScript, CSS, Perl, HTML5"
2012,"Java, JavaScript, PHP, Python, SQL"
2012,"Java, JavaScript, CSS, SQL, C, HTML5"
2012,"JavaScript, CSS, SQL, C#"
2012,"Java, SQL, C, scala"
2012,"PHP, Ruby"
2012,"JavaScript, CSS, PHP, Ruby, SQL, HTML5"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"JavaScript, CSS, SQL, C#"
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,C#
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP"
2012,Python
2012,"Java, JavaScript, CSS, Python, Ruby, SQL, C#, C++, Perl"
2012,"JavaScript, CSS, SQL, C#, C++"
2012,"JavaScript, CSS, PHP, HTML5"
2012,"Python, C"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C, HTML5"
2012,"JavaScript, PHP, Objective-C"
2012,"Java, JavaScript, CSS, Python, SQL, C#, HTML5, LISP"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, SQL, HTML5"
2012,"Java, JavaScript, CSS, Ruby, SQL, Perl, HTML5, ActionScript"
2012,"Java, JavaScript, CSS, SQL, C#, HTML5"
2012,"Python, C++, Perl"
2012,"JavaScript, CSS, PHP, SQL, C, Perl, HTML5"
2012,"Java, JavaScript, CSS, Ruby, C#, HTML5"
2012,"SQL, C#, C++"
2012,"JavaScript, CSS, PHP, HTML5"
2012,"JavaScript, SQL, C#"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"JavaScript, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP, SQL"
2012,"Java, JavaScript, CSS, PHP, SQL"
2012,"JavaScript, CSS, PHP, Ruby, SQL, C#, HTML5, VB.net"
2012,"CSS, SQL, Perl, HTML5"
2012,"JavaScript, CSS, Ruby, xsl, xpath"
2012,"Java, SQL, C++, C"
2012,"SQL, C#"
2012,"Java, PHP, Python, C, Perl"
2012,"JavaScript, CSS, Python, C++, C, HTML5"
2012,"Java, JavaScript, SQL, C#, scala"
2012,"JavaScript, CSS, PHP, HTML5"
2012,"JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"SQL, C#"
2012,
2012,"Java, JavaScript, PHP, Python, Objective-C, Ruby, SQL, C++, C, HTML5"
2012,"Python, C"
2012,"Java, Python, C, Perl"
2012,"Java, SQL, C#, C++, C, F#, Scala, Clojure"
2012,"Java, C++, scala, groovy"
2012,"Java, Objective-C, C++, C"
2012,"JavaScript, CSS, Python, SQL, C#, C++, C"
2012,"Java, JavaScript, CSS, PHP, Python, SQL"
2012,Java
2012,"Java, JavaScript, CSS, Python, SQL"
2012,"Python, SQL, C, HTML5"
2012,"Java, CSS, PHP, Python, Objective-C, SQL, C"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"Java, SQL, C#, C++, C, HTML5"
2012,"Java, JavaScript, CSS, Ruby, SQL, HTML5"
2012,"JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"JavaScript, CSS, Ruby, SQL, C++, C, HTML5"
2012,"JavaScript, CSS, PHP, SQL, HTML5, ASP.NET"
2012,"SQL, C#"
2012,"Java, JavaScript, CSS, Ruby, SQL, C#, HTML5"
2012,
2012,"JavaScript, CSS, Python, SQL, HTML5"
2012,"JavaScript, CSS, Python, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, SQL, HTML5, VB"
2012,C#
2012,"Java, JavaScript, CSS, Ruby, SQL, HTML5"
2012,
2012,"Java, JavaScript, CSS, Objective-C, Ruby, C, HTML5"
2012,"Python, C++, C"
2012,"Java, JavaScript, Python, Ruby, SQL"
2012,
2012,"JavaScript, CSS, PHP, C#, HTML5"
2012,"JavaScript, Ruby"
2012,"Java, JavaScript, CSS, SQL, C#, HTML5"
2012,"Ruby, SQL, C#, Clojure"
2012,C#
2012,"Java, JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,C#
2012,"JavaScript, Ruby, C#"
2012,
2012,"Java, JavaScript, CSS, PHP, Python, Objective-C, Ruby, SQL, C#, C++, C, Perl, HTML5"
2012,"JavaScript, SQL, Coldfusion"
2012,"JavaScript, CSS, Python, Objective-C, SQL, C#, C++, C, HTML5"
2012,"Java, CSS, Ruby, SQL, C#, C++, HTML5"
2012,"Java, CSS, PHP, SQL, C#, C++, HTML5"
2012,
2012,"C#, C"
2012,"JavaScript, CSS, Objective-C, Ruby, SQL, C, HTML5"
2012,"Java, C#, Perl"
2012,Python
2012,"Java, JavaScript, CSS, PHP, Python, Objective-C, Ruby, SQL, C#, C, Perl, HTML5"
2012,"Java, SQL, C#"
2012,"Java, SQL"
2012,"Java, JavaScript, CSS, Python, SQL"
2012,"JavaScript, CSS, Python, HTML5"
2012,"Java, CSS, PHP, SQL"
2012,"JavaScript, CSS, PHP, HTML5"
2012,"Java, PHP, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, Python, C#, C, HTML5"
2012,C#
2012,"JavaScript, C#, C++"
2012,"Java, C, Perl"
2012,"Java, JavaScript, CSS, SQL, HTML5"
2012,"JavaScript, C#"
2012,"Java, JavaScript, CSS, SQL, C++, C, HTML5"
2012,"JavaScript, CSS, SQL, HTML5, Scala"
2012,"Java, JavaScript, Python, Objective-C, SQL, C#, C++, C, Perl"
2012,"Java, JavaScript, CSS, SQL, C++, C, HTML5, lua"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C, HTML5, Clojure"
2012,"Java, JavaScript, CSS, C#, HTML5, Delphi"
2012,"JavaScript, CSS, PHP, SQL, C#, C, HTML5"
2012,"JavaScript, SQL, C#, HTML"
2012,"Java, JavaScript, CSS, PHP, Ruby, SQL, HTML5"
2012,"Java, JavaScript, CSS, PHP"
2012,"JavaScript, CSS, Ruby, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, C, Perl"
2012,"JavaScript, CSS, PHP, Ruby, HTML5"
2012,"Java, Python, C++, C"
2012,"JavaScript, CSS, SQL, C#, C, VB.NET"
2012,"Java, C#, F#"
2012,"JavaScript, SQL, C#"
2012,
2012,"Java, JavaScript, CSS, PHP, Python, Objective-C, Ruby, SQL, C, HTML5"
2012,"Java, JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, SQL, C#"
2012,"Java, Android"
2012,"JavaScript, Python, Ruby"
2012,"JavaScript, CSS, Python, HTML5"
2012,"Java, JavaScript, SQL"
2012,"Java, JavaScript, CSS, Ruby, C#, HTML5"
2012,C#
2012,"PHP, Objective-C, SQL, C#"
2012,"Java, JavaScript, CSS, Ruby, HTML5"
2012,"Java, JavaScript, CSS, SQL, C#, HTML5"
2012,"Python, SQL, C#"
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,C#
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, PHP, Ruby, HTML5, Lua"
2012,Java
2012,"Java, SQL, C++, C"
2012,"Java, Python, C++, C"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,Java
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"CSS, SQL, C#, C, Delphi, FORTRAN, Forth, BASIC, VB, Pascal"
2012,"Java, Ruby, SQL"
2012,
2012,"Java, JavaScript, SQL, C++, C"
2012,"Java, SQL, C#"
2012,
2012,"Java, Objective-C, Ruby, C#, C++"
2012,"JavaScript, Python, Ruby, C#, HTML5"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"PHP, Python, Ruby, HTML5"
2012,"Java, Objective-C, Ruby, SQL"
2012,"Java, C++, C"
2012,"Java, C"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, Objective-C, Ruby, SQL, C#, Perl, HTML5"
2012,"Java, JavaScript, CSS, PHP, Ruby, SQL, C#, HTML5"
2012,"JavaScript, C#, HTML5"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, SQL, C#"
2012,"Java, SQL"
2012,"SQL, C#, Delphi"
2012,"Java, JavaScript, CSS, SQL, HTML5"
2012,"JavaScript, PHP, Python, SQL, Perl"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Python, C#, C++, C, Lua"
2012,"CSS, PHP, SQL, HTML5"
2012,"Java, JavaScript, CSS, SQL, C#, C++, C, Perl, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C++, C, Perl, HTML5"
2012,"JavaScript, SQL, C#"
2012,Objective-C
2012,"Java, C#, Pawn"
2012,"Java, Ruby, C#, C"
2012,
2012,
2012,"Java, JavaScript, Python, SQL, Groovy"
2012,"Objective-C, C#, Actionscript"
2012,"JavaScript, HTML5, vb6 vb.net"
2012,"Java, Python"
2012,"Java, SQL"
2012,"CSS, PHP, SQL"
2012,"C#, C++, MATLAB"
2012,"Java, JavaScript, CSS, SQL, C#, C, HTML5, Groovy"
2012,"JavaScript, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP, Python, C++, HTML5, Scala, Clojure"
2012,"Java, SQL, C"
2012,"Java, JavaScript, CSS, HTML5, Groovy"
2012,"Java, CSS, PHP, Python, SQL, C#"
2012,"Java, JavaScript, CSS, PHP, Ruby, SQL, HTML5"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, SQL, C#, VB.NET"
2012,
2012,"Java, JavaScript, CSS, PHP, Python, C, HTML5, Scala"
2012,"JavaScript, PHP, SQL, C#"
2012,"JavaScript, Python, HTML5"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C++, C"
2012,"Java, JavaScript, CSS, C++, C, HTML5"
2012,Perl
2012,"Java, Python, C"
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"Java, CSS, PHP, Ruby, SQL, C#"
2012,"JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"PHP, HTML5"
2012,"Python, C++, C, Perl"
2012,
2012,"Java, JavaScript, CSS, PHP, C++, C, HTML5"
2012,"Python, C#"
2012,"Java, CSS, PHP, Objective-C, SQL, C++, C, Perl, HTML5, Delphi"
2012,
2012,"CSS, PHP, Perl"
2012,"Java, Objective-C, C"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, Python, Ruby, SQL"
2012,"Java, JavaScript"
2012,"CSS, PHP, SQL, VBA"
2012,"Java, C++"
2012,"Java, JavaScript, CSS, PHP, SQL, C++, C, HTML5, Erlang"
2012,"Java, JavaScript, CSS, PHP, Objective-C, SQL, C, HTML5"
2012,"Ruby, C, Perl"
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5"
2012,"Python, C++, C"
2012,Perl
2012,"Java, JavaScript, Objective-C, C#, C++, C"
2012,"JavaScript, CSS, Python, Objective-C, C, HTML5"
2012,"CSS, Ruby, HTML5"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"JavaScript, PHP, Python"
2012,"Java, CSS, PHP, Python, SQL"
2012,"Java, JavaScript, CSS, PHP, HTML5"
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"Java, SQL"
2012,
2012,"JavaScript, SQL, C#, HTML5"
2012,"Java, C#"
2012,"JavaScript, CSS, PHP, SQL, HTML5, Tcl"
2012,"Java, JavaScript, PHP, C++"
2012,"Java, JavaScript, CSS, SQL, C#, C++, C, HTML5"
2012,
2012,"Java, C#, HTML5"
2012,
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C++, C, HTML5"
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"Python, SQL, C#, C, HTML5"
2012,"JavaScript, Python, Ruby, C, Perl, HTML5"
2012,
2012,"Java, JavaScript, CSS, SQL"
2012,"Java, Perl"
2012,"Java, C#"
2012,
2012,"PHP, SQL"
2012,"Java, JavaScript, CSS, SQL, HTML5"
2012,Python
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,
2012,"Java, JavaScript, CSS, C#, HTML5, POWERSCRIPT"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5"
2012,"SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, Python, SQL, C#, C++, C, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"Objective-C, Ruby, SQL, C#, HTML5"
2012,Objective-C
2012,"Java, CSS, PHP, Python"
2012,"Java, JavaScript, CSS, C, HTML5"
2012,"Java, Python"
2012,"JavaScript, CSS, PHP, Ruby, SQL, C#, HTML5"
2012,"Java, JavaScript, C#"
2012,"SQL, Perl, HTML5, ElasticSearch"
2012,"JavaScript, CSS, SQL, C#, C++, C, HTML5"
2012,
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5"
2012,"Java, JavaScript, CSS, PHP, Python, Objective-C, Ruby, SQL, C++, C, HTML5, CoffeeScript"
2012,
2012,"Java, JavaScript, CSS, PHP, Ruby, HTML5"
2012,"Java, JavaScript, CSS, Python, Ruby, SQL, C#, C++, HTML5"
2012,"SQL, C#, C++, Perl"
2012,
2012,"SQL, C#"
2012,"JavaScript, Python, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, Objective-C, SQL"
2012,"Python, Objective-C, SQL, C#, C, Perl, HTML5"
2012,"Java, JavaScript, CSS, HTML5"
2012,"Python, C++, C"
2012,"JavaScript, Python, Ruby, SQL, C#"
2012,"Java, Objective-C, C++, C, Perl"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"CSS, SQL, C#, HTML5"
2012,"Python, C#, C++, C"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"Java, JavaScript, CSS, SQL, C#, C++, C, PIC, ARM7, AVR32, X86 and X64 assembly"
2012,"Python, SQL, C#"
2012,"JavaScript, SQL, C#"
2012,"Python, Objective-C"
2012,
2012,"Java, JavaScript, CSS, Python, SQL, C, HTML5"
2012,"JavaScript, CSS, PHP, HTML5"
2012,"JavaScript, C#"
2012,
2012,"JavaScript, Python, SQL, C#, C++"
2012,"PHP, SQL, C, Perl"
2012,"CSS, C#, HTML5"
2012,"Java, JavaScript, CSS, SQL, C#, C++"
2012,"Java, JavaScript, CSS, Objective-C, HTML5"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C++, C"
2012,"JavaScript, CSS, Python, C, HTML5"
2012,"JavaScript, CSS, PHP, Python, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"Java, CSS, C, HTML5"
2012,
2012,"JavaScript, CSS, SQL, C#, ASP.NET"
2012,"JavaScript, CSS, Ruby, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP, SQL, C#, C++, C, HTML5"
2012,"JavaScript, CSS, Objective-C, SQL, C#, HTML5, ColdFusion"
2012,Java
2012,"JavaScript, CSS, PHP, HTML5"
2012,"JavaScript, CSS, SQL, C#"
2012,"Python, SQL, C#"
2012,"Java, JavaScript, CSS, Python, C, HTML5, MIPS and other RISC assembly"
2012,"JavaScript, CSS, PHP, HTML5"
2012,"CSS, Objective-C, HTML5"
2012,"JavaScript, CSS, SQL, C#"
2012,"Java, JavaScript, CSS, Python, Ruby, SQL, C++, C, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C++, HTML5"
2012,VB.NET
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"CSS, SQL, VB.Net"
2012,"Java, JavaScript, CSS, Python, SQL, C++, C, HTML5"
2012,
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5"
2012,"Java, JavaScript, SQL, C, liso, haskell"
2012,
2012,C#
2012,
2012,
2012,"Java, PHP, SQL, C++, C"
2012,"JavaScript, CSS, HTML5"
2012,"CSS, Python, C++, C"
2012,
2012,"SQL, C, Perl"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, HTML5"
2012,"JavaScript, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, SQL, C#, HTML5"
2012,"JavaScript, Ruby, SQL, HTML5"
2012,"JavaScript, CSS, Python, Ruby, SQL, HTML5"
2012,"JavaScript, CSS, PHP, HTML5"
2012,"JavaScript, CSS, PHP, SQL, C#"
2012,"Java, JavaScript, CSS, Python, SQL, C#, C++, C, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C, Perl, HTML5"
2012,shell
2012,"JavaScript, CSS, PHP, SQL, C#, C++, C, HTML5"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, Ruby, SQL, C++, C, HTML5"
2012,"JavaScript, PHP, SQL, C#"
2012,"JavaScript, Python, C#"
2012,"JavaScript, CSS, SQL, C#, ASP , MVC"
2012,PHP
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"SQL, PowerShell"
2012,"Java, SQL, C, Perl"
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"JavaScript, CSS, Objective-C, SQL, C#, HTML5"
2012,
2012,C#
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5"
2012,
2012,"JavaScript, CSS, Python, SQL, C#, HTML5"
2012,"Python, C"
2012,Java
2012,
2012,"Java, JavaScript, SQL, C#, C++, C, HTML5"
2012,"Java, CSS, Python, Ruby, SQL, C++, C, Ada, LISP"
2012,"SQL, C#"
2012,C#
2012,"Java, Python, C#"
2012,"JavaScript, C#, x++"
2012,"Java, JavaScript, CSS, Python, C++, C"
2012,"JavaScript, CSS, SQL, HTML5, VB.NET"
2012,"Java, SQL"
2012,"Java, JavaScript, SQL"
2012,"SQL, C#"
2012,"JavaScript, CSS, Python, C#"
2012,"SQL, C#"
2012,
2012,"Java, Python"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,
2012,
2012,"Java, C#, C"
2012,"Java, JavaScript, CSS, PHP, Perl"
2012,"JavaScript, SQL, C#, C++, C, VB, VB.Net"
2012,"Java, JavaScript, CSS, Python, SQL, C#, C++, C"
2012,"Java, Python, C++"
2012,Java
2012,
2012,"JavaScript, CSS"
2012,"Java, JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, Groovy"
2012,"JavaScript, CSS, C#, HTML5"
2012,"Java, JavaScript"
2012,"JavaScript, CSS, Python, SQL, C++, Perl"
2012,
2012,"Java, JavaScript, CSS, SQL, C#"
2012,"Java, Python, C#, C"
2012,"Python, Objective-C, SQL, C"
2012,"C++, C"
2012,"Java, SQL"
2012,
2012,Python
2012,"JavaScript, SQL, C#, C++, C, HTML5"
2012,Python
2012,"Java, JavaScript, CSS, SQL, C++, C"
2012,"Java, JavaScript, CSS, Python, SQL, C++, C, HTML5"
2012,"JavaScript, CSS, PHP, HTML5"
2012,"Java, JavaScript, CSS, PHP, HTML5"
2012,"JavaScript, CSS, PHP, Python"
2012,"PHP, Objective-C, SQL, C"
2012,
2012,"JavaScript, CSS, Objective-C, Ruby, SQL, C, HTML5"
2012,"Java, JavaScript, Objective-C, HTML5"
2012,"Java, JavaScript, CSS, PHP, Python, Ruby, SQL, C++, HTML5, COFFEESCRIPT"
2012,"JavaScript, PHP, Ruby, SQL, C++, C"
2012,"JavaScript, Python, SQL, C#, Perl"
2012,"JavaScript, CSS, Python, SQL, C#, HTML5"
2012,"JavaScript, PHP, Python, Ruby, SQL, C#, C++, C"
2012,"C++, C"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, C#, C++, C, HTML5"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,
2012,"JavaScript, SQL, C#, Asp.Net"
2012,"Java, C++, C"
2012,"SQL, C#"
2012,"JavaScript, SQL, C#, ActionScript"
2012,"CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, SQL, C#"
2012,Objective-C
2012,"JavaScript, C#, HTML5"
2012,
2012,"Java, Objective-C, SQL, C#, C++, C"
2012,"Java, PHP, SQL, C++, HTML5"
2012,"JavaScript, CSS, PHP, Python, SQL, HTML5, xslt"
2012,"Java, JavaScript, CSS, PHP, Objective-C, C++, C, HTML5"
2012,"SQL, Vb.net"
2012,"JavaScript, CSS, PHP, Python, Ruby"
2012,"C, Perl, shell"
2012,
2012,C#
2012,"Java, JavaScript, Python, SQL, C#, C++, C"
2012,"JavaScript, CSS, PHP, Python, C++, C"
2012,"JavaScript, SQL, C#"
2012,"JavaScript, CSS, SQL, C#"
2012,"Python, SQL, C++, C, Perl, Pascal"
2012,Ruby
2012,"Java, JavaScript, CSS, Python, C++, C, HTML5"
2012,"SQL, C#, Delphi"
2012,"Java, PHP, Python, Ruby"
2012,"Java, Python, C"
2012,"Java, PHP, Visual Basic Dot Net"
2012,"Java, JavaScript, CSS, PHP, Python, Ruby, SQL, C++, C, Perl, HTML5"
2012,
2012,
2012,C#
2012,
2012,
2012,VB
2012,"Java, PHP, SQL, C#, C++, C, HTML5, Delphi"
2012,"CSS, Python, SQL, C, HTML5"
2012,
2012,"Java, C#, C++, C, Perl"
2012,"JavaScript, CSS, PHP, Objective-C, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL"
2012,"Java, JavaScript, CSS, PHP, Ruby, SQL, C, Perl, HTML5"
2012,"SQL, C#, Flex/Actionscript"
2012,"JavaScript, CSS, SQL, C#"
2012,"JavaScript, CSS, Python, C#, HTML5"
2012,Java
2012,"Java, JavaScript, Objective-C, SQL, C, Perl, Erlang"
2012,C#
2012,"SQL, HTML5, VB.NET, VB6"
2012,"Java, JavaScript, CSS, PHP, SQL"
2012,"JavaScript, CSS, SQL, C#, HTML5, vb.net"
2012,"SQL, C#"
2012,"Java, JavaScript, CSS, PHP, Objective-C, SQL, C#, HTML5"
2012,
2012,"JavaScript, CSS, PHP, SQL, Perl, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C#"
2012,"Java, PHP, C, Matlab"
2012,"CSS, SQL, C#"
2012,"PHP, Python, SQL, C#, C++, C"
2012,"Java, SQL, C#"
2012,"JavaScript, CSS, PHP"
2012,Java
2012,"C#, C++, C, TCL"
2012,"Java, JavaScript, SQL, Clojure, Bash"
