Year,Which of the following languages or technologies have you used significantly in the past year?
2014,"C#, JavaScript, SQL"
2014,"C#, Java, JavaScript, Node.js, PHP, Ruby"
2014,SQL
2014,"C++, C#, Java"
2014,"Java, Python"
2014,"C#, JavaScript, SQL"
2014,Java
2014,"C, Python"
2014,"C, Java, JavaScript, Objective-C, PHP, SQL"
2014,"C#, Java, JavaScript, Objective-C, PHP, Ruby, SQL"
2014,"SQL, Delphi"
2014,"C, C++, JavaScript, Objective-C"
2014,Java
2014,Ruby
2014,"C#, JavaScript, SQL"
2014,"C, Objective-C, Ruby"
2014,"Java, JavaScript, SQL"
2014,"JavaScript, Node.js, Ruby, SQL"
2014,"Java, R"
2014,"C#, JavaScript, PHP, SQL"
2014,Python
2014,"C, C++, Python, Ruby"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, Python, SQL"
2014,"C#, JavaScript, SQL, SAS"
2014,"C, Java, JavaScript, Python, Assembly, WebGL"
2014,"C#, Java, SQL"
2014,"Java, Objective-C"
2014,"JavaScript, SQL, Scala"
2014,"Java, JavaScript, Python, SQL"
2014,"C, Java"
2014,"Java, JavaScript"
2014,"JavaScript, PHP, Python"
2014,"C, C++, Objective-C"
2014,"C#, Java, SQL"
2014,"Java, JavaScript, Objective-C, Python, Ruby"
2014,"C#, Optics Raytracing with Breault's ASAP"
2014,"C, C++, JavaScript, PHP, SQL, ANTLR"
2014,"C#, JavaScript, Node.js, Objective-C, Ruby, SQL"
2014,"C#, Java, JavaScript, OScript"
2014,"C#, Java, JavaScript, SQL"
2014,"C++, JavaScript, Node.js, Objective-C"
2014,"C#, JavaScript, SQL"
2014,"Java, Python"
2014,C++
2014,"JavaScript, Objective-C, PHP"
2014,"C++, Java, JavaScript, PHP, SQL, Arduino"
2014,"Java, Python"
2014,Objective-C
2014,Objective-C
2014,"Java, SQL, Clojure"
2014,C#
2014,"Java, PHP, SQL"
2014,"Java, JavaScript, Ruby, SQL"
2014,"C, Java, PHP, SQL"
2014,"JavaScript, Python, SQL"
2014,"C, C++, C#, Java"
2014,Ruby
2014,"C#, JavaScript, SQL"
2014,"C#, SQL"
2014,"C, C++, Java, JavaScript, Python, SQL"
2014,"JavaScript, Python"
2014,"C, Java, JavaScript, SQL"
2014,"Java, PHP, SQL, Delphi"
2014,"C++, Java"
2014,"C#, SQL, VB.Net"
2014,"C#, JavaScript, PHP, SQL, VB.NET"
2014,"C#, SQL"
2014,Python
2014,"JavaScript, Python, SQL"
2014,"C#, Java, Python, SQL"
2014,"Java, JavaScript, Python, SQL"
2014,"JavaScript, SQL, ESQL"
2014,"Java, Ruby"
2014,"C#, PHP, SQL"
2014,"C++, Java"
2014,"JavaScript, Python"
2014,JavaScript
2014,"JavaScript, Python, SQL, AppleScript"
2014,"C#, JavaScript, Perl"
2014,PHP
2014,"C#, SQL"
2014,"JavaScript, PHP, SQL"
2014,"Java, JavaScript, Node.js, PHP, SQL"
2014,"Java, SQL, plsql"
2014,"C, Java"
2014,"C#, JavaScript, SQL"
2014,PHP
2014,"JavaScript, PHP, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, PHP, SQL, vb.net"
2014,"JavaScript, PHP, SQL"
2014,"Java, JavaScript, LotusScript XPages"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, SQL"
2014,"Java, JavaScript, Objective-C, SQL"
2014,"Java, Objective-C, SQL"
2014,"C++, Java, JavaScript, SQL"
2014,"C#, Java, SQL"
2014,"Java, JavaScript, Objective-C, PHP, Python, SQL"
2014,"C++, C#, Java, JavaScript, PHP"
2014,"C++, Java, JavaScript, PHP, SQL, CUDA"
2014,"C#, Python"
2014,"PHP, Python"
2014,"C#, Python, SQL"
2014,"Java, JavaScript"
2014,"C#, Java, JavaScript, PHP, SQL, groovy"
2014,"Java, JavaScript, Objective-C, Python, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, JavaScript, PHP, SQL"
2014,"PHP, SQL, bash, PERL"
2014,"C#, JavaScript, SQL, backbone.js"
2014,C#
2014,C
2014,"C, C#, JavaScript, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, JavaScript, Node.js, PHP, SQL"
2014,Java
2014,"Java, JavaScript, Node.js, PHP, SQL, ext.js,angular.js"
2014,"Java, JavaScript, SQL"
2014,"C#, powershell"
2014,PHP
2014,"C#, JavaScript, VB.NET"
2014,"C, C++, Java, JavaScript, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, Objective-C, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, PHP"
2014,"C, Java, JavaScript, SQL"
2014,"Java, JavaScript"
2014,"Java, JavaScript, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"Java, Objective-C, PHP"
2014,"JavaScript, Node.js"
2014,"Java, Objective-C"
2014,"C, C++, Java"
2014,"C, C++, Java, JavaScript, PHP"
2014,"Java, JavaScript, PHP, SQL, YII, codeigniter"
2014,"C++, C#, Java, JavaScript"
2014,"C#, Objective-C"
2014,"C#, JavaScript, Node.js, PHP, Ruby, SQL"
2014,JavaScript
2014,Java
2014,"C++, C#, Objective-C, SQL"
2014,"C, Java, JavaScript, Node.js, Python, Ruby, SQL, CoffeeScript"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, Python, SQL"
2014,Java
2014,"C#, SQL, Delphi, Oxygene, Basic4Android"
2014,"C#, JavaScript, PHP, ASP.NET"
2014,"C++, Java, Python"
2014,"Java, JavaScript, Ruby"
2014,"C, C++, JavaScript, Prolog"
2014,"JavaScript, PHP, SQL, redis"
2014,"C++, C#, Java"
2014,"C#, Java, SQL"
2014,"JavaScript, PHP"
2014,"JavaScript, SQL"
2014,"C#, JavaScript, Ruby, SQL"
2014,"JavaScript, PHP, SQL"
2014,"Java, Python, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C, PHP"
2014,"Java, JavaScript, PHP, SQL"
2014,"C++, Java"
2014,"Java, J2EE techs"
2014,"JavaScript, PHP, SQL"
2014,"C, Java, Grails"
2014,"C++, C#"
2014,"C++, Java, JavaScript, Objective-C, PHP, Python, SQL"
2014,"C, JavaScript, Node.js"
2014,C#
2014,"C, C++, JavaScript, Node.js, PHP, Python, SQL"
2014,"JavaScript, Node.js"
2014,"C, C++, Java, Objective-C, PHP, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, Objective-C, SQL"
2014,"JavaScript, Python, SQL"
2014,"Java, JavaScript, PHP, Python, Ruby, SQL"
2014,"C, C++, JavaScript"
2014,"C#, JavaScript, SQL"
2014,"C, C++"
2014,"JavaScript, CSS"
2014,"Java, Python"
2014,C#
2014,"C++, Java, Python"
2014,"JavaScript, PHP, SQL"
2014,"C#, Java, JavaScript, Ruby, SQL"
2014,"Java, JavaScript, SQL"
2014,C#
2014,C++
2014,"C#, JavaScript"
2014,"C#, JavaScript, Node.js, PHP, golang, c"
2014,"JavaScript, Node.js, NSIS"
2014,"C, Java"
2014,"JavaScript, PHP, SQL"
2014,"C, C++, Java, Python, SQL"
2014,COBOL
2014,"Java, JavaScript"
2014,"C#, SQL"
2014,"Node.js, Objective-C"
2014,"C#, SQL"
2014,"JavaScript, PHP"
2014,"Python, CSS & HTML"
2014,"JavaScript, PHP, SQL"
2014,"C, Java, Python, Clojure"
2014,"C#, SQL"
2014,"C#, JavaScript, SQL"
2014,"C++, C#, Java, JavaScript, SQL"
2014,C#
2014,"JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, C++, JavaScript, Objective-C, SQL"
2014,"C#, JavaScript, SQL"
2014,Objective-C
2014,SQL
2014,"JavaScript, PHP"
2014,"Java, Python"
2014,"C, C++, Java, SQL"
2014,"C#, PHP, SQL, ASP.NET"
2014,Python
2014,"Java, JavaScript, Ruby, SQL"
2014,"Node.js, SQL, SAS, VB"
2014,"Java, PHP, SQL"
2014,"C++, JavaScript, Node.js, PHP, SQL"
2014,"C, C++, C#, SQL"
2014,"JavaScript, Node.js"
2014,"Java, Scala"
2014,"Java, Node.js"
2014,C++
2014,"JavaScript, PHP, Python, SQL"
2014,"C++, Java, JavaScript, PHP, SQL"
2014,"C, C++, Java, Objective-C"
2014,"JavaScript, PHP, SQL"
2014,"C, Java, Python"
2014,"JavaScript, PHP, SQL, HTML"
2014,"C++, Java, Ruby, scala"
2014,VBA
2014,"C#, Objective-C"
2014,"C++, JavaScript, Python"
2014,"C#, JavaScript, PHP, SQL"
2014,"Java, PHP, SQL"
2014,"SQL, VB.net"
2014,"C#, JavaScript, SQL, JQUERY"
2014,"C, C++, C#, Java, OWL"
2014,"Java, JavaScript, PHP"
2014,Python
2014,"C#, JavaScript, SQL"
2014,C
2014,"C, Lua"
2014,"C#, Java, JavaScript, SQL"
2014,"C#, JavaScript, Node.js, SQL"
2014,"C#, JavaScript, SQL"
2014,Objective-C
2014,"Java, Objective-C, SQL"
2014,"JavaScript, PHP"
2014,"C++, Java, Python"
2014,"JavaScript, Python, SQL, Google App Script"
2014,"C, JavaScript, PHP, SQL"
2014,"C++, C#, Java, SQL"
2014,"C, C++, C#, Java, JavaScript, Node.js, Objective-C, PHP, Python, Ruby, SQL"
2014,"JavaScript, PHP"
2014,"C, C++, Java, JavaScript, Objective-C, PHP, SQL"
2014,"C, C++, C#, Java, SQL"
2014,"Node.js, bash"
2014,"Java, JavaScript, SQL"
2014,"Java, JavaScript"
2014,"Java, JavaScript, Python"
2014,"Java, JavaScript, SQL"
2014,Java
2014,"C++, C#, JavaScript, SQL"
2014,Java
2014,"C#, JavaScript, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, SQL"
2014,"C, C++, JavaScript, PHP"
2014,"JavaScript, PHP"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, PHP, SQL, Jquery"
2014,"Haskell, Coq, Ocaml, LaTeX"
2014,"C#, Java, PHP, Python, SQL"
2014,"C, JavaScript, PHP, SQL"
2014,"JavaScript, R"
2014,"C, C++"
2014,"C++, JavaScript"
2014,"C, C++, C#, Java, JavaScript, Objective-C, PHP, Python, SQL"
2014,"C#, JavaScript, SQL"
2014,"C++, Java"
2014,C++
2014,"C, C#, Java, JavaScript, PHP, SQL, shell, Perl"
2014,"C#, PHP, Python, Ruby"
2014,"C, C++, C#, Java, JavaScript, Objective-C, PHP, Python, Ruby, SQL"
2014,"C++, Java"
2014,"C++, JavaScript, PHP"
2014,"C++, C#, JavaScript, Objective-C, Python, SQL"
2014,Java
2014,"C++, C#, JavaScript, PHP, Python"
2014,"C#, Java, JavaScript, PHP, Python, SQL"
2014,"Java, JavaScript, Python"
2014,"Java, JavaScript, Node.js, Objective-C"
2014,Perl
2014,"C++, Haskell"
2014,"JavaScript, Ruby, SQL, Excel + VBA; R"
2014,"JavaScript, PHP, Perl"
2014,"C++, C#, Node.js, Python"
2014,"C#, JavaScript, Ruby, SQL"
2014,"Java, JavaScript, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"C, C++, Java, assembly language"
2014,"C, Java, JavaScript, PHP, Python, SQL"
2014,"Java, PHP, Python, SQL, Django"
2014,"Java, JavaScript, Node.js"
2014,"Java, JavaScript, PHP"
2014,Ruby
2014,"C#, JavaScript, SQL"
2014,"C, C++, C#, Python"
2014,"C, C++, JavaScript, Python"
2014,"Java, JavaScript, Node.js, Python"
2014,"C#, Java, JavaScript, PHP, SQL"
2014,"C++, C#, Java, JavaScript, SQL"
2014,"C#, SQL"
2014,"C#, SQL"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, Objective-C, PHP, SQL"
2014,"C#, JavaScript, Node.js, PHP, Python, SQL"
2014,"C, C#, Java, Objective-C"
2014,Python
2014,"C#, JavaScript"
2014,"C, C++, PHP"
2014,"C++, Java, PHP"
2014,"C#, JavaScript, Objective-C, SQL"
2014,"C#, SQL"
2014,"SQL, Structured Query Reporting (SQR)"
2014,SQL
2014,"Java, JavaScript, Node.js"
2014,"C, C++, C#, Java, JavaScript, PHP, SQL, Perl"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, Python, SQL"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, Node.js, PHP, SQL, CSS, HTML, MongoDB, Grunt, AngularJS, Compass, jQuery"
2014,"Java, JavaScript"
2014,"C#, JavaScript, SQL"
2014,"Java, PHP, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"C#, Java, SQL"
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, SQL"
2014,"JavaScript, PHP, SQL"
2014,"Java, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"Java, JavaScript, Objective-C, Python, SQL"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C, C++, C#, JavaScript, PHP, SQL"
2014,"JavaScript, Ruby, SQL"
2014,"C++, C#, Java, JavaScript, SQL, Groovy"
2014,"C#, Python"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, Node.js, PHP, SQL"
2014,"C, Java, JavaScript, PHP, Ruby, SQL"
2014,"C#, SQL"
2014,"JavaScript, Node.js, PHP, SQL, mysql, openlayers, google maps"
2014,"Java, JavaScript"
2014,"Python, bash"
2014,"C#, Java, JavaScript, PHP, SQL"
2014,"JavaScript, PHP, Ruby, SQL"
2014,Java
2014,"C, C++, C#"
2014,"C#, Java, JavaScript, Ruby"
2014,"C++, PHP"
2014,"Java, JavaScript, PHP"
2014,"C#, JavaScript"
2014,"C++, C#, Java, PHP, SQL, ActionScript"
2014,"Java, Objective-C"
2014,"JavaScript, Node.js, PHP, SQL, SCSS"
2014,"C#, JavaScript, PHP, SQL, F#"
2014,"Objective-C, SQL"
2014,"JavaScript, PHP"
2014,"JavaScript, PHP, Python, SQL, Angular.js"
2014,Java
2014,"Java, JavaScript"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript"
2014,"C++, Java, JavaScript, Objective-C, HTML, CSS"
2014,"C, JavaScript, PHP, SQL"
2014,"C, C++"
2014,"JavaScript, Python, SQL, Bash"
2014,"Java, JavaScript, PHP"
2014,"C, C++"
2014,"C, C++, Java, Python"
2014,"C++, Java, Node.js, PHP, SQL"
2014,"Java, JavaScript, Objective-C, PHP, SQL"
2014,Java
2014,"C#, Node.js, F#"
2014,"C, C++, Python"
2014,"JavaScript, PHP, SQL"
2014,"Java, SQL"
2014,"PHP, SQL"
2014,"JavaScript, PHP"
2014,"Java, JavaScript, Android"
2014,"C, C++, Fortran"
2014,"JavaScript, PHP, SQL"
2014,Java
2014,JavaScript
2014,"JavaScript, PHP"
2014,C
2014,"C#, JavaScript, PHP, Python"
2014,"C++, Java, JavaScript, Objective-C, PHP, SQL"
2014,Java
2014,"C, C++, Java, PHP, SQL, CUDA"
2014,"C#, JavaScript, Node.js, SQL"
2014,"JavaScript, Python, SQL"
2014,"C++, C#, JavaScript, SQL"
2014,"JavaScript, Python"
2014,"C, C++, C#, Java, Python"
2014,"JavaScript, PHP, Apex"
2014,"C#, Objective-C, Python"
2014,"C, C#, Java, Python, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, C++, Java, JavaScript, PHP, SQL"
2014,"Java, Objective-C"
2014,"Java, PHP, SQL"
2014,C
2014,"C++, C#, Java, JavaScript, SQL"
2014,"C#, Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, Node.js, SQL, F#"
2014,"JavaScript, Node.js, Python, SQL, mongodb"
2014,"JavaScript, ColdFusion"
2014,Python
2014,"C#, JavaScript, SQL, ASP.NET, CSS, HTML, XML, jQuery, REST"
2014,"PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"JavaScript, PHP, SQL, jquery"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript"
2014,"Java, JavaScript, PHP, Ruby, SQL"
2014,"JavaScript, Ruby"
2014,"C, Java, Node.js, PHP, Ruby, R"
2014,"C#, Java, JavaScript, PHP, SQL, Smalltalk"
2014,"C#, JavaScript, SQL, knockout.js"
2014,"C++, Java, JavaScript"
2014,"C++, Java, JavaScript, Objective-C, PHP, SQL"
2014,"C#, JavaScript, Node.js, SQL"
2014,"C, MATLAB"
2014,"Java, Python"
2014,"C#, Java, Objective-C"
2014,"C#, Java, JavaScript, PHP, SQL"
2014,"C#, PHP, SQL, VBA"
2014,"JavaScript, PHP, Ruby, SQL"
2014,"C, C++, JavaScript, SQL, Object Pascal"
2014,"C, C++, Java, PHP, Ruby"
2014,"C, C++"
2014,"JavaScript, Python, Ruby"
2014,"JavaScript, PHP"
2014,"C#, Java, JavaScript, Python, Ruby, SQL"
2014,Java
2014,"C++, Ruby"
2014,"JavaScript, PHP, Python"
2014,JavaScript
2014,"C#, JavaScript, Node.js, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, C++, C#, JavaScript, PHP, SQL"
2014,"SQL, unix shell scripts, xml, xslt, proprietary"
2014,"Java, Objective-C"
2014,"C, C++, C#, JavaScript, SQL"
2014,"C++, C#, Delphi"
2014,Objective-C
2014,"PHP, Python, SQL"
2014,"C++, JavaScript, PHP, Python"
2014,"C++, Python, PostScript"
2014,"JavaScript, PHP"
2014,"C, C#"
2014,"C, C++, C#, Java, JavaScript, Node.js, PHP, Python, Ruby, SQL"
2014,"C++, Java, JavaScript, SQL"
2014,"C#, JavaScript, PHP, SQL"
2014,C++
2014,"C, C++, Java, Python, SQL, Prolog"
2014,"Java, JavaScript, SQL"
2014,"Java, JavaScript, SQL"
2014,"C, C++, C#, SQL"
2014,"C++, Python"
2014,"Java, JavaScript, Node.js, Objective-C, PHP, SQL"
2014,"C, C++, Objective-C, SQL"
2014,"C#, SQL"
2014,"JavaScript, Python, CoffeeScript"
2014,"C, C++, JavaScript, Objective-C, PHP, Python, SQL, Scala"
2014,"C++, C#"
2014,"C#, JavaScript, SQL"
2014,"Java, SQL, Scala"
2014,"C, Python, MATLAB, Mathematica, VHDL"
2014,"C, JavaScript, Objective-C, SQL, matlab"
2014,"C, C++, Java"
2014,"C, C++, C#, JavaScript, PHP, Python, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C, C++, Python"
2014,Python
2014,"Java, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"C#, JavaScript"
2014,Java
2014,"C, Objective-C, PHP, SQL"
2014,"SQL, Matlab"
2014,JavaScript
2014,none of above
2014,"Java, SQL"
2014,"C, C++, Java, Perl"
2014,"C, JavaScript, SQL, Scala"
2014,"C, C++"
2014,"C#, JavaScript, PHP, SQL"
2014,"C++, Ruby"
2014,"JavaScript, PHP"
2014,"Ruby, SQL"
2014,"C#, JavaScript, Node.js, PHP, SQL"
2014,"C++, Actionscript 3.0"
2014,"C#, JavaScript, Node.js, PHP"
2014,"C, JavaScript, PHP, SQL"
2014,"Java, JavaScript, Python, SQL"
2014,"JavaScript, PHP, SQL"
2014,"Python, Scala"
2014,"JavaScript, Ruby"
2014,"C#, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, JavaScript, Node.js, Haskell"
2014,"C++, Python"
2014,"C++, Objective-C, PHP, SQL"
2014,"C#, SQL"
2014,"C, C++, SQL"
2014,"JavaScript, Python, SQL"
2014,"C#, SQL"
2014,"C, C++, C#, JavaScript, PHP, SQL"
2014,"C#, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C, C++, PHP"
2014,"C#, JavaScript, SQL"
2014,Java
2014,"C, C++, C#, Java"
2014,"C#, JavaScript, PHP, SQL, sass"
2014,"JavaScript, PHP, Ruby"
2014,"Java, PHP, SQL"
2014,"JavaScript, Node.js, PHP"
2014,"JavaScript, PHP"
2014,Java
2014,"C, C++, Java, Ruby, SQL"
2014,"C#, JavaScript, PHP, SQL"
2014,"C, C++, C#, Java, JavaScript, Node.js, Objective-C, Python, Ruby, SQL"
2014,"Java, SQL"
2014,"C++, Java, Python, Scala"
2014,"C#, Java"
2014,"Java, SQL"
2014,C++
2014,"C++, Python"
2014,"C, Java, SQL, Hadoop"
2014,"JavaScript, PHP, Ruby, SQL"
2014,"C#, JavaScript, PHP, Python, Ruby, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, Java, JavaScript, Objective-C, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, C++, Java, JavaScript, Node.js, PHP, Python, Ruby, SQL"
2014,"JavaScript, PHP, Python, SQL"
2014,"C++, Java, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"Java, JavaScript, Node.js, Python"
2014,"C++, Java, JavaScript"
2014,erlang
2014,"C, C++, Java, Objective-C"
2014,"C++, C#, SQL, Delphi"
2014,"C, C++, Java, JavaScript, PHP, SQL"
2014,"C, Java, SQL"
2014,Java
2014,"Java, JavaScript, Objective-C, PHP, Ruby, SQL"
2014,"C, C++, C#, Java, SQL"
2014,"C, JavaScript, Objective-C, Ruby, SQL"
2014,"C, C#, Java"
2014,"C#, JavaScript, SQL, VB6"
2014,"C#, JavaScript, PHP, SQL"
2014,"Java, SQL"
2014,"C++, JavaScript, PHP, Python, SQL"
2014,"C#, Flash"
2014,"JavaScript, Python"
2014,"Java, JavaScript, PHP, SQL"
2014,"Java, JavaScript, SQL, Perl"
2014,"C++, PHP, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"C++, C#, JavaScript, SQL"
2014,"C#, JavaScript"
2014,"JavaScript, PHP"
2014,"C#, Java, SQL"
2014,"JavaScript, Python"
2014,"C, Java, JavaScript, Python, SQL, Go"
2014,"C#, Python"
2014,"C, C++, Java"
2014,"C#, SQL"
2014,C
2014,"Java, Python, Scala"
2014,"C#, F#"
2014,"C, PHP, Python, R"
2014,Groovy
2014,"PHP, SQL"
2014,"C++, JavaScript, Scala"
2014,"Java, JavaScript, SQL"
2014,"C, JavaScript, PHP, Python, SQL, mksh, make, Assembly"
2014,"Scala, Akka, MongoDB"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, Python"
2014,"C, C++, C#, Node.js, PHP"
2014,"C, Java, JavaScript, Objective-C, PHP, Python"
2014,"C#, SQL"
2014,"JavaScript, Python, Ruby"
2014,"Java, Ruby, SQL"
2014,"Java, JavaScript, PHP, Python, SQL"
2014,"C, C++, Python"
2014,"JavaScript, Node.js, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"Java, SQL"
2014,"C, C++, Java, SQL, MATLAB"
2014,"C#, JavaScript, SQL, MVC"
2014,"JavaScript, PHP, Python, Torquescript"
2014,"C, Objective-C, Ruby, Rails"
2014,Groovy
2014,"C, C++, Objective-C"
2014,"Java, Objective-C"
2014,"C, C++, Python, SQL"
2014,"C++, Java, JavaScript, SQL, Perl"
2014,"Java, JavaScript, PHP, SQL, Android/Dalvik, HTML5, CSS3, jQuery"
2014,"Java, JavaScript"
2014,"JavaScript, PHP, HTML,CSS,PHP,MySQL..."
2014,"C, C++, Java, JavaScript"
2014,"JavaScript, Python, SQL, MATLAB"
2014,"C, C++, C#, JavaScript, SQL"
2014,"Java, Objective-C"
2014,"Python, bash"
2014,"Java, JavaScript, Groovy"
2014,"C#, JavaScript, Node.js"
2014,"C#, JavaScript, ActionScript 3"
2014,Java
2014,"Java, Python"
2014,"C, Java, Objective-C"
2014,"JavaScript, PHP"
2014,"C++, Java"
2014,"JavaScript, Coldfusion, XSLT, ActionScript, VBA"
2014,"C, C++"
2014,"C, C++, C#, Python"
2014,"Node.js, PHP, Python"
2014,"Java, SQL"
2014,"C++, JavaScript, Node.js, PHP, SQL"
2014,"C, JavaScript, PHP, SQL"
2014,"Objective-C, SQL, Delphi"
2014,"C#, JavaScript, SQL"
2014,"C++, C#, Java, JavaScript, Objective-C, PHP, Python, Ruby"
2014,Python
2014,"C, Java, Python"
2014,"C++, Java, Lua"
2014,"Java, JavaScript, Node.js, SQL"
2014,"C#, Java, JavaScript, Node.js, Objective-C, PHP, Python, SQL"
2014,"Java, JavaScript, Python"
2014,"C, Python, assembler"
2014,"C, C++, JavaScript, PHP, SQL"
2014,"C#, JavaScript, PHP, SQL"
2014,Java
2014,"Java, JavaScript, Objective-C, SQL"
2014,"C++, C#, JavaScript, SQL"
2014,"JavaScript, Node.js, Python"
2014,"C#, Java, JavaScript, PHP, Python, SQL"
2014,"C++, C#, Java"
2014,"JavaScript, Node.js"
2014,"Java, JavaScript, Node.js, PHP, Groovy"
2014,"C, C++, Java, SQL, haskell"
2014,"C, C++, Java, JavaScript, SQL"
2014,"C#, Java, JavaScript"
2014,"C#, Python"
2014,"SQL, Perl"
2014,"JavaScript, Node.js, PHP, SQL"
2014,"C, C++, C#, Objective-C, Python, SQL"
2014,"C#, Java, JavaScript, Ruby, SQL, Visual Basic"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, PHP"
2014,Java
2014,"Java, SQL"
2014,"Java, JavaScript, Flex / ActionScript"
2014,"Java, Node.js, SQL"
2014,"C#, JavaScript, Node.js, PHP, Python, SQL"
2014,"C#, JavaScript, SQL"
2014,"Objective-C, PHP"
2014,"Python, SQL"
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, Ruby"
2014,"C, C++, Python"
2014,"C, C#, JavaScript, SQL, ASP.NET"
2014,"JavaScript, PHP, Python"
2014,"C#, JavaScript, SQL"
2014,"C++, JavaScript, PHP, SQL"
2014,"Java, JavaScript, SQL"
2014,"Java, PHP, SQL"
2014,C#
2014,C#
2014,"C++, Java, JavaScript"
2014,"C, C++"
2014,"C, C++, Java, JavaScript, Objective-C, PHP, Python"
2014,"Java, JavaScript, xslt xquery"
2014,"JavaScript, PHP, SQL"
2014,C++
2014,"C++, Java"
2014,"C#, Java, JavaScript, PHP, SQL"
2014,"Ruby, SQL"
2014,"JavaScript, Node.js, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C, JavaScript, PHP, Python, SQL"
2014,"C++, PHP, Python"
2014,"C++, C#, SQL, MATLAB"
2014,"C#, JavaScript, Node.js, Python, SQL"
2014,"C, C++, Java, JavaScript, Node.js, PHP, Python, SQL"
2014,"Java, Python, SQL"
2014,"C, C++, Python"
2014,"C, C++, Java, Objective-C"
2014,"Java, JavaScript, PHP, SQL"
2014,"Java, JavaScript, SQL"
2014,C#
2014,"C, C++, C#, Java, JavaScript, Node.js, SQL"
2014,"C, C++, C#, JavaScript, PHP, Python, SQL, Matlab"
2014,"Java, JavaScript, SQL"
2014,"C#, JavaScript, Node.js, PHP, SQL"
2014,"C, PHP"
2014,"C, C++, C#, Java, PHP, Python, SQL"
2014,"C#, JavaScript, Objective-C, PHP, SQL"
2014,"JavaScript, PHP"
2014,"JavaScript, Node.js, PHP, Python"
2014,"Java, JavaScript, PHP, SQL"
2014,"Java, PHP, SQL"
2014,"Java, JavaScript, Python, SQL, bash"
2014,"C, C++, C#, Java, JavaScript, Objective-C, PHP, SQL, prolog"
2014,"Java, JavaScript, Python, Haskell"
2014,"C#, Node.js, SQL"
2014,"Java, JavaScript, SQL"
2014,"C, Objective-C"
2014,"Java, JavaScript, PHP, SQL"
2014,"JavaScript, Node.js, Python, Ruby"
2014,PHP
2014,"C++, Java, Python, Scala, Pig"
2014,"C, Python, Erlang"
2014,"C, Java, JavaScript, PHP, Python, SQL"
2014,"C, Java"
2014,"C, C++, Python, VHDL"
2014,"C#, JavaScript, SQL"
2014,"C, Python, R"
2014,"JavaScript, PHP, SQL"
2014,"C++, C#, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript"
2014,"C, C++, C#, Java, SQL"
